timestamp,points,attempts,success,http_status,latency_ms,error
2025-10-08T14:29:04.7412150Z,50000,3,1,0,6162,""
2025-10-08T14:29:22.5700464Z,50000,3,1,0,5997,""
2025-10-08T14:29:40.5570756Z,50000,3,1,0,5992,""
2025-10-08T14:29:58.6505814Z,50000,3,1,0,6082,""
2025-10-08T14:30:16.5422214Z,50000,3,1,0,5957,""
2025-10-08T14:30:34.5362737Z,50000,3,1,0,5980,""
2025-10-08T14:30:52.5392206Z,50000,3,1,0,5989,""
2025-10-08T14:31:10.6575168Z,50000,3,1,0,6103,""
2025-10-08T14:31:28.5422195Z,50000,3,1,0,6000,""
2025-10-08T14:31:46.5423877Z,50000,3,1,0,5905,""
2025-10-08T14:32:04.5456548Z,50000,3,1,0,5998,""
2025-10-08T14:32:22.5422568Z,50000,3,1,0,5980,""
2025-10-08T14:32:40.6545618Z,50000,3,1,0,5951,""
2025-10-08T14:32:58.5511235Z,50000,3,1,0,5998,""
2025-10-08T14:33:16.5530430Z,50000,3,1,0,5982,""
2025-10-08T14:33:34.5921865Z,50000,3,1,0,6035,""
2025-10-08T14:33:52.5356461Z,50000,3,1,0,5969,""
2025-10-08T14:34:10.5615259Z,50000,3,1,0,6003,""
