timestamp,points,attempts,success,http_status,latency_ms,error
2025-10-07T12:17:51.1486190Z,4,1,1,204,57159,""
2025-10-07T12:18:51.1377710Z,4,1,1,204,59984,""
2025-10-07T12:19:51.1350602Z,4,1,1,204,59985,""
2025-10-07T12:20:51.1338097Z,4,1,1,204,59985,""
2025-10-07T12:21:51.1308961Z,4,1,1,204,59991,""
2025-10-07T12:22:51.1282855Z,4,1,1,204,59990,""
2025-10-07T12:23:51.1235346Z,4,1,1,204,59989,""
2025-10-07T12:24:51.1209989Z,4,1,1,204,59994,""
2025-10-07T12:25:51.1300285Z,4,1,1,204,60009,""
2025-10-07T12:26:51.1206021Z,4,1,1,204,59984,""
2025-10-07T12:27:51.1199728Z,4,1,1,204,59995,""
2025-10-07T12:28:51.1241900Z,4,1,1,204,59998,""
2025-10-07T12:29:51.1176235Z,4,1,1,204,59978,""
2025-10-07T12:30:51.1154570Z,4,1,1,204,59994,""
2025-10-07T12:31:51.1185087Z,4,1,1,204,59999,""
2025-10-07T12:32:51.1128219Z,4,1,1,204,59990,""
